STN,YYYYMMDD,  FXX,   TX,   NG
  270,20151114,  180,  121,    7
  270,20151115,  200,  144,    8
  270,20151116,  160,  136,    8
  270,20151117,  230,  148,    8
  270,20151118,  240,  130,    7
  270,20151119,  200,  124,    7
  270,20151120,  150,  101,    6
  270,20151121,  190,   72,    6
  270,20151122,  190,   65,    5
  270,20151123,  100,   65,    6
  270,20151124,  180,   60,    8
  270,20151125,  140,   83,    6
  270,20151126,   90,   94,     
  270,20151127,  140,   68,    8
  270,20151128,  180,   91,    6
  270,20151129,  280,  115,    7
  270,20151130,  210,  113,    8
  270,20151201,  140,  117,    7
  270,20151202,  140,  113,    7
  270,20151203,  130,  105,    8
  270,20151204,  160,   97,    4
  270,20151205,  180,   97,    8
  270,20151206,  200,  121,    8
  270,20151207,   70,  110,    7
  270,20151208,  110,  118,    4
  270,20151209,  120,   91,    2
  270,20151210,  160,   75,    8
  270,20151211,  130,   88,    7
  270,20151212,  220,  111,    6
  270,20151213,  170,   96,    6
  270,20151214,   70,   82,    8
  270,20151215,   90,   85,    6
  270,20151216,  110,  118,    8
  270,20151217,  120,  126,    8
  270,20151218,  120,  118,    7
  270,20151219,  110,  128,    8
  270,20151220,  140,  120,    7
  270,20151221,  250,  115,    6
  270,20151222,  200,  132,    8
  270,20151223,  170,  116,    3
  270,20151224,  170,  117,    6
  270,20151225,  190,  129,    6
  270,20151226,  180,  133,    6
  270,20151227,  140,  117,    8
  270,20151228,  110,  109,    7
  270,20151229,  120,   86,    6
  270,20151230,  150,   88,    6
  270,20151231,  150,   96,    4
